A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederUG;Baujahr;Bebauungsdichte;Besonderheiten;Dachtyp;EG_qm;Fassadenqual;Fassadenzustand;Garagen;Gesamteindruck;Grundstueck_qm;Kamine;KellerQual;Keller_qm;Kellerhoehe;Lage;ToilettenEG;ToilettenUG;Typ;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
2531;3;2 Ebenen;1;0.0;1946;Niedrig;;Satteldach;60.0;Durchschnitt;Durchschnitt;1.0;3.0;575.0;1;4;54.0;Durchschnitt;Zuffenhausen;1;0.0;Freistehend;1961;2020.0;3;115.0;124355.0
1896;3;1 Ebene;1;0.0;1960;Niedrig;;Satteldach;96.0;Gut;Durchschnitt;1.0;2.0;1228.0;1;4;77.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1961;2020.0;9;117.0;157517.0
1459;2;1 Ebene;2;0.0;2017;Seelage;;Satteldach;134.0;Gut;Durchschnitt;2.0;3.0;763.0;1;2;127.0;Gut;Wangen;0;0.0;Freistehend;2018;2019.0;6;134.0;271600.0
999;3;2 Ebenen;1;0.0;1988;Niedrig;;Satteldach;64.0;Durchschnitt;Durchschnitt;1.0;3.0;1106.0;0;3;64.0;Gut;Bad Cannstatt;1;0.0;Freistehend;1988;2021.0;3;129.0;199229.0
748;3;2 Ebenen;3;1.0;2018;Niedrig;Neuverkauf;Flachdach;291.0;Sehr gut;Durchschnitt;3.0;3.0;4021.0;1;1;291.0;Sehr gut;NeuStuttgart_Nord;1;0.0;Freistehend;2019;2016.0;10;434.0;187036.0
703;3;1 Ebene;2;0.0;2017;Niedrig;;Flachdach;133.0;Gut;Durchschnitt;2.0;3.0;932.0;1;1;132.0;Sehr gut;Wangen;0;0.0;Freistehend;2017;2019.0;9;133.0;279002.0
2582;3;2 Ebenen;1;0.0;1979;Niedrig;;Walmdach;96.0;Gut;Durchschnitt;2.0;2.0;1176.0;1;1;65.0;Durchschnitt;Wangen;2;1.0;Freistehend;1979;2016.0;6;162.0;177166.0
1004;4;2 Ebenen;3;1.0;2016;Niedrig;;Flachdach;108.0;Gut;Durchschnitt;3.0;2.0;1244.0;1;3;106.0;Sehr gut;NeuStuttgart_West;1;0.0;Freistehend;2016;2016.0;7;236.0;353587.0
1780;3;1,5 Ebenen;2;1.0;1960;Niedrig;;Satteldach;91.0;Durchschnitt;Durchschnitt;1.0;3.0;1571.0;1;5;99.0;Durchschnitt;Moehringen;0;0.0;Freistehend;2016;2019.0;10;141.0;179928.0
1385;3;2 Ebenen;1;0.0;1926;Niedrig;;Satteldach;64.0;Durchschnitt;Durchschnitt;1.0;3.0;884.0;0;4;64.0;Durchschnitt;Botnang;0;0.0;Freistehend;2014;2015.0;7;129.0;149495.0
709;3;2 Ebenen;2;0.0;2015;Niedrig;;Satteldach;77.0;Gut;Durchschnitt;2.0;3.0;1211.0;0;1;77.0;Gut;Plieningen;1;0.0;Freistehend;2015;2021.0;4;154.0;222939.0
1876;4;2 Ebenen;3;1.0;2007;Niedrig;;Flachdach;224.0;Gut;Durchschnitt;3.0;3.0;1565.0;2;2;222.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2007;2016.0;7;416.0;754221.0
247;3;Sonstige;1;1.0;1995;Niedrig;;Satteldach;93.0;Durchschnitt;Durchschnitt;2.0;3.0;809.0;0;1;93.0;Durchschnitt;NeuStuttgart_Ost;0;0.0;Freistehend;1995;2013.0;3;93.0;128250.0
2212;3;1 Ebene;2;0.0;2015;Niedrig;;Flachdach;170.0;Gut;Durchschnitt;2.0;2.0;923.0;1;5;172.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2016;2014.0;10;170.0;202959.0
1279;3;2 Ebenen;1;0.0;1906;Niedrig;;Satteldach;69.0;Durchschnitt;Gut;0.0;4.0;1098.0;0;3;68.0;Gut;Birkach;1;0.0;Freistehend;2010;2016.0;7;142.0;149831.0
115;2;1,5 Ebenen;1;0.0;1932;Mittel;;Satteldach;67.0;Durchschnitt;Durchschnitt;1.0;3.0;930.0;0;4;58.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1986;2021.0;4;102.0;135488.0
1437;3;1 Ebene;2;0.0;2004;Niedrig;;Satteldach;108.0;Durchschnitt;Durchschnitt;2.0;3.0;819.0;1;5;107.0;Gut;NeuStuttgart_Mitte;0;1.0;Freistehend;2005;2014.0;7;108.0;171756.0
16;3;1,5 Ebenen;2;0.0;1916;Mittel;;Satteldach;113.0;Durchschnitt;Durchschnitt;2.0;3.0;1091.0;1;4;44.0;Schlecht;Birkach;0;0.0;Doppelhaus;2011;2017.0;4;177.0;171618.0
1930;3;2 Ebenen;2;1.0;2015;Niedrig;;Satteldach;132.0;Gut;Durchschnitt;3.0;3.0;1338.0;1;4;132.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2015;2014.0;2;178.0;261144.0
2316;3;1 Ebene;1;0.0;1988;Niedrig;;Satteldach;117.0;Durchschnitt;Durchschnitt;1.0;3.0;930.0;0;1;117.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2000;2019.0;10;117.0;163415.0
1071;5;2,5 Ebenen;2;0.0;1951;Niedrig;;Satteldach;115.0;Durchschnitt;Durchschnitt;2.0;3.0;822.0;2;2;85.0;Durchschnitt;Moehringen;1;0.0;Doppelhaus;1961;2019.0;7;230.0;233451.0
132;3;Sonstige;2;1.0;1986;Niedrig;;Satteldach;112.0;Durchschnitt;Durchschnitt;2.0;3.0;1122.0;0;5;104.0;Durchschnitt;NeuStuttgart_Ost;0;0.0;Freistehend;1986;2014.0;5;112.0;138528.0
479;2;1 Ebene;1;0.0;1967;Niedrig;;Flachdach;93.0;Durchschnitt;Durchschnitt;1.0;3.0;1108.0;1;3;93.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1967;2014.0;7;93.0;124956.0
2818;3;1 Ebene;1;1.0;1974;Niedrig;;Satteldach;84.0;Gut;Gut;1.0;3.0;787.0;0;5;84.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;2006;2019.0;10;84.0;146903.0
2305;3;1 Ebene;1;0.0;1966;Niedrig;;Satteldach;128.0;Durchschnitt;Durchschnitt;1.0;2.0;894.0;0;3;128.0;Durchschnitt;Vaihingen;0;1.0;Freistehend;1966;2020.0;7;128.0;181203.0
2573;2;1 Ebene;0;0.0;2017;Niedrig;Neuverkauf;Satteldach;130.0;Gut;Durchschnitt;3.0;3.0;402.0;1;1;116.0;Sehr gut;Muenster;2;2.0;Reihenhaus;2018;2015.0;2;130.0;189042.0
1580;3;2 Ebenen;1;0.0;1981;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;0.0;3.0;157.0;0;3;50.0;Durchschnitt;Untertuerkheim;1;0.0;;1981;2021.0;3;101.0;93610.0
1323;4;2 Ebenen;3;0.0;2017;Niedrig;Neuverkauf;Satteldach;100.0;Gut;Durchschnitt;3.0;3.0;1221.0;0;3;96.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2017;2014.0;8;215.0;269194.0
1393;4;2 Ebenen;2;0.0;1911;Mittel;;Satteldach;95.0;Durchschnitt;Gut;2.0;3.0;777.0;1;2;33.0;Gut;Birkach;0;0.0;Doppelhaus;2007;2021.0;5;168.0;172439.0
2080;3;1 Ebene;1;0.0;1970;Niedrig;;Satteldach;82.0;Durchschnitt;Durchschnitt;1.0;3.0;848.0;0;3;0.0;;Vaihingen;0;0.0;Freistehend;1970;2016.0;7;82.0;107818.0
1170;4;2 Ebenen;4;0.0;1996;Niedrig;;Satteldach;113.0;Durchschnitt;Sehr Schlecht;2.0;1.0;773.0;0;4;113.0;Durchschnitt;NeuStuttgart_Ost;2;0.0;Doppelhaus;1997;2021.0;2;226.0;195842.0
1224;3;Sonstige;2;0.0;2009;Niedrig;;Satteldach;69.0;Gut;Durchschnitt;2.0;3.0;909.0;1;1;35.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2009;2019.0;2;128.0;202134.0
2113;1;Sonstige;1;1.0;2009;Hoch;;Satteldach;71.0;Durchschnitt;Durchschnitt;1.0;3.0;407.0;0;1;67.0;Gut;Vaihingen;0;0.0;Reihenhaus;2009;2016.0;6;71.0;134646.0
962;2;1,5 Ebenen;1;0.0;1960;Niedrig;;Satteldach;83.0;Durchschnitt;Durchschnitt;2.0;3.0;976.0;0;4;78.0;Durchschnitt;Vaihingen;0;1.0;Freistehend;2014;2015.0;5;83.0;131414.0
1787;3;2 Ebenen;2;1.0;2011;Niedrig;;Flachdach;137.0;Gut;Durchschnitt;3.0;3.0;1106.0;2;3;133.0;Sehr gut;Bad Cannstatt;1;0.0;Freistehend;2011;2019.0;5;200.0;356440.0
2718;1;1 Ebene;1;1.0;1971;Niedrig;;Flachdach;116.0;Durchschnitt;Durchschnitt;2.0;3.0;1361.0;1;3;148.0;Gut;Degerloch;0;0.0;Freistehend;1986;2018.0;3;116.0;257322.0
2312;3;2 Ebenen;2;0.0;2013;Seelage;;Satteldach;90.0;Gut;Durchschnitt;2.0;2.0;852.0;1;1;90.0;Gut;Wangen;1;0.0;Freistehend;2013;2019.0;10;168.0;267614.0
627;3;2 Ebenen;2;1.0;1956;Niedrig;;Mansarddach;133.0;Durchschnitt;Durchschnitt;1.0;3.0;744.0;1;5;95.0;Durchschnitt;Moehringen;1;0.0;Freistehend;2013;2016.0;7;215.0;262711.0
2228;3;2 Ebenen;2;0.0;2016;Niedrig;;Satteldach;103.0;Gut;Durchschnitt;2.0;3.0;972.0;1;2;103.0;Gut;Wangen;1;0.0;Freistehend;2016;2020.0;2;183.0;299637.0
268;3;2 Ebenen;2;0.0;2009;Niedrig;;Satteldach;73.0;Durchschnitt;Durchschnitt;2.0;3.0;842.0;1;5;73.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2009;2021.0;5;136.0;222200.0
855;5;2 Ebenen;2;0.0;1911;Mittel;;Mansarddach;86.0;Durchschnitt;Durchschnitt;2.0;2.0;873.0;0;5;70.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2004;2020.0;12;201.0;145673.0
2189;2;1 Ebene;2;1.0;2020;Seelage;Neuverkauf;Satteldach;137.0;Sehr gut;Durchschnitt;2.0;3.0;451.0;1;5;136.0;Sehr gut;Wangen;1;0.0;Freistehend;2020;2021.0;6;137.0;273440.0
147;3;2 Ebenen;2;0.0;2017;Niedrig;Neuverkauf;Satteldach;129.0;Gut;Durchschnitt;3.0;3.0;887.0;0;5;129.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2017;2014.0;8;182.0;224451.0
2371;3;1 Ebene;1;0.0;1962;Unbekannt;;Satteldach;148.0;Durchschnitt;Schlecht;1.0;1.0;3143.0;0;2;0.0;;NeuStuttgart_Ost;1;0.0;Freistehend;1962;2013.0;5;148.0;73350.0
1735;3;1 Ebene;2;1.0;2019;Niedrig;;Flachdach;211.0;Gut;Durchschnitt;3.0;3.0;1195.0;2;4;211.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2019;2018.0;6;211.0;520119.0
1019;2;1 Ebene;2;1.0;2017;Niedrig;;Satteldach;112.0;Gut;Durchschnitt;2.0;2.0;686.0;0;5;110.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2017;2021.0;2;112.0;253732.0
729;4;2 Ebenen;2;0.0;2004;Niedrig;;Satteldach;102.0;Gut;Durchschnitt;2.0;3.0;1432.0;1;1;75.0;Gut;Plieningen;1;0.0;Freistehend;2005;2017.0;12;204.0;236896.0
676;3;1 Ebene;2;0.0;2019;Niedrig;;Satteldach;157.0;Gut;Durchschnitt;3.0;3.0;1127.0;0;5;157.0;Gut;Wangen;0;0.0;Freistehend;2019;2020.0;9;157.0;325693.0
422;3;1 Ebene;1;1.0;1972;Niedrig;;Satteldach;126.0;Durchschnitt;Durchschnitt;2.0;3.0;1028.0;1;5;126.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1972;2018.0;6;126.0;178482.0
2638;3;2 Ebenen;2;1.0;2009;Niedrig;;Satteldach;100.0;Gut;Durchschnitt;2.0;3.0;1207.0;1;3;100.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2009;2014.0;6;178.0;262080.0
2142;2;1 Ebene;2;0.0;1988;Niedrig;;Satteldach;98.0;Durchschnitt;Durchschnitt;2.0;2.0;270.0;0;1;98.0;Gut;Weilimdorf;0;0.0;;1988;2017.0;9;98.0;156351.0
1280;2;1 Ebene;2;1.0;1977;Niedrig;;Satteldach;145.0;Durchschnitt;Gut;2.0;3.0;1479.0;2;4;145.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2019;2019.0;7;145.0;291529.0
404;2;1 Ebene;1;0.0;1963;Niedrig;;Flachdach;88.0;Durchschnitt;Durchschnitt;2.0;3.0;1105.0;0;1;88.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1963;2016.0;4;88.0;126547.0
2729;2;1 Ebene;1;0.0;1965;Mittel;;Satteldach;83.0;Durchschnitt;Durchschnitt;1.0;3.0;612.0;0;5;83.0;Durchschnitt;Birkach;0;0.0;Freistehend;2011;2018.0;8;83.0;118149.0
1883;2;1 Ebene;2;1.0;2009;Hoch;;Satteldach;124.0;Gut;Durchschnitt;2.0;2.0;425.0;0;1;130.0;Gut;Vaihingen;0;0.0;Reihenhaus;2010;2018.0;8;124.0;198192.0
344;3;1 Ebene;2;0.0;2018;Niedrig;Neuverkauf;Flachdach;170.0;Sehr gut;Durchschnitt;3.0;3.0;1173.0;1;3;169.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2018;2016.0;7;170.0;318708.0
1867;3;2 Ebenen;2;0.0;2014;Niedrig;;Satteldach;61.0;Gut;Durchschnitt;2.0;3.0;784.0;0;4;61.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2014;2016.0;8;122.0;164005.0
1819;3;1,5 Ebenen;1;0.0;1901;Mittel;;Satteldach;63.0;Durchschnitt;Durchschnitt;0.0;4.0;606.0;0;3;63.0;Schlecht;Birkach;0;0.0;Freistehend;2007;2017.0;9;100.0;100022.0
2570;2;1 Ebene;1;0.0;1972;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;1.0;2.0;924.0;0;5;80.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;1972;2019.0;7;80.0;138932.0
637;3;2 Ebenen;2;1.0;1988;Niedrig;;Satteldach;136.0;Durchschnitt;Durchschnitt;2.0;3.0;1669.0;1;5;73.0;Durchschnitt;Wangen;1;0.0;Freistehend;2005;2014.0;3;210.0;219960.0
2812;3;2 Ebenen;2;0.0;2010;Niedrig;;Satteldach;88.0;Durchschnitt;Durchschnitt;2.0;3.0;795.0;1;4;88.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2011;2015.0;8;153.0;170352.0
1700;2;1 Ebene;1;1.0;1951;Niedrig;;Satteldach;55.0;Schlecht;Durchschnitt;0.0;2.0;549.0;0;1;38.0;Schlecht;Birkach;0;0.0;Freistehend;1961;2019.0;6;55.0;67188.0
1237;3;1 Ebene;2;1.0;2018;Niedrig;;Satteldach;148.0;Gut;Durchschnitt;3.0;3.0;1035.0;1;5;146.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2018;2020.0;1;148.0;347248.0
2286;3;1 Ebene;2;0.0;2017;Niedrig;Neuverkauf;Satteldach;197.0;Sehr gut;Durchschnitt;3.0;4.0;1463.0;1;5;197.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2018;2016.0;5;197.0;420438.0
1410;3;1 Ebene;1;1.0;1961;Niedrig;;Satteldach;127.0;Durchschnitt;Durchschnitt;1.0;2.0;1186.0;0;1;100.0;Schlecht;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2019.0;6;127.0;136654.0
331;3;1 Ebene;1;0.0;1970;Niedrig;;Satteldach;96.0;Durchschnitt;Durchschnitt;1.0;3.0;765.0;0;3;96.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1970;2013.0;7;96.0;120330.0
917;2;1 Ebene;1;0.0;1936;Niedrig;;Satteldach;75.0;Durchschnitt;Durchschnitt;1.0;2.0;1169.0;0;1;75.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2013.0;7;75.0;98100.0
475;2;1 Ebene;2;1.0;2016;Niedrig;;Flachdach;173.0;Sehr gut;Durchschnitt;3.0;3.0;1495.0;1;5;173.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2016;2013.0;6;173.0;373500.0
711;2;1 Ebene;1;0.0;1931;Niedrig;;Satteldach;77.0;Durchschnitt;Durchschnitt;1.0;2.0;1069.0;0;3;42.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2021.0;5;77.0;102232.0
1164;3;1 Ebene;1;1.0;1970;Niedrig;;Satteldach;113.0;Durchschnitt;Durchschnitt;0.0;1.0;943.0;0;3;88.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1970;2021.0;1;113.0;158829.0
96;3;1 Ebene;1;1.0;1971;Niedrig;;Flachdach;128.0;Durchschnitt;Durchschnitt;1.0;3.0;805.0;2;5;128.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1971;2016.0;11;128.0;158437.0
547;3;1 Ebene;1;1.0;1972;Niedrig;;Flachdach;106.0;Durchschnitt;Durchschnitt;1.0;2.0;1011.0;1;3;80.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;1994;2019.0;3;106.0;149636.0
1501;2;1 Ebene;1;0.0;1936;Mittel;;Satteldach;102.0;Durchschnitt;Gut;2.0;3.0;608.0;1;2;102.0;Durchschnitt;Birkach;0;0.0;Freistehend;1991;2013.0;7;102.0;99450.0
339;2;1 Ebene;2;1.0;2012;Niedrig;;Satteldach;124.0;Gut;Durchschnitt;2.0;3.0;493.0;0;3;124.0;Gut;NeuStuttgart_West;0;0.0;Reihenhaus;2012;2021.0;4;124.0;262970.0
170;3;1 Ebene;1;1.0;1986;Niedrig;;Flachdach;87.0;Durchschnitt;Durchschnitt;1.0;2.0;933.0;0;3;87.0;Gut;Bad Cannstatt;0;0.0;Freistehend;1991;2018.0;7;87.0;142622.0
1205;4;2 Ebenen;3;0.0;2015;Seelage;;Satteldach;146.0;Gut;Durchschnitt;2.0;3.0;1120.0;1;1;146.0;Gut;Wangen;0;0.0;Freistehend;2016;2016.0;12;229.0;344208.0
32;3;1 Ebene;1;1.0;1971;Niedrig;;Satteldach;106.0;Durchschnitt;Durchschnitt;1.0;2.0;1075.0;0;2;94.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1982;2019.0;7;106.0;144625.0
1704;2;2 Ebenen;2;1.0;2011;Seelage;;Satteldach;70.0;Gut;Durchschnitt;2.0;2.0;304.0;0;5;70.0;Gut;Wangen;1;0.0;Reihenhaus;2011;2019.0;8;140.0;204981.0
1476;4;1,5 Ebenen;1;1.0;1952;Niedrig;;Satteldach;113.0;Gut;Gut;1.0;3.0;1061.0;2;2;142.0;Gut;Moehringen;1;0.0;Freistehend;1996;2021.0;7;198.0;317165.0
1024;3;2 Ebenen;2;1.0;2010;Seelage;;Flachdach;66.0;Gut;Durchschnitt;2.0;3.0;377.0;0;4;64.0;Gut;Wangen;1;0.0;Reihenhaus;2010;2020.0;9;135.0;184756.0
2844;5;2 Ebenen;3;0.0;2016;Niedrig;;Satteldach;108.0;Gut;Durchschnitt;3.0;3.0;1365.0;1;1;108.0;Sehr gut;NeuStuttgart_West;1;0.0;Freistehend;2016;2018.0;7;232.0;388720.0
2614;2;1 Ebene;1;1.0;1962;Niedrig;;Flachdach;126.0;Gut;Durchschnitt;1.0;2.0;1462.0;2;3;93.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2011;2020.0;6;126.0;195297.0
2819;3;2 Ebenen;2;0.0;1926;Niedrig;;Satteldach;71.0;Durchschnitt;Sehr gut;2.0;3.0;733.0;1;1;61.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2013.0;4;148.0;139950.0
2509;2;1 Ebene;1;1.0;1976;Niedrig;;Satteldach;84.0;Durchschnitt;Durchschnitt;2.0;3.0;898.0;0;1;84.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2019;2018.0;12;84.0;160963.0
465;2;2 Ebenen;1;0.0;1991;Mittel;;Satteldach;49.0;Durchschnitt;Gut;2.0;3.0;193.0;1;2;47.0;Gut;Muenster;0;0.0;;1991;2016.0;12;97.0;125433.0
2056;2;1 Ebene;2;1.0;2018;Niedrig;Neuverkauf;Flachdach;193.0;Sehr gut;Durchschnitt;3.0;4.0;1482.0;1;1;193.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2019;2017.0;6;193.0;405355.0
615;2;Sonstige;1;1.0;1977;Niedrig;;Satteldach;104.0;Durchschnitt;Durchschnitt;1.0;3.0;1153.0;1;1;100.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2019;2021.0;1;104.0;219244.0
2664;4;2 Ebenen;2;0.0;2010;Niedrig;;Satteldach;132.0;Gut;Durchschnitt;3.0;3.0;1484.0;1;3;129.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2010;2021.0;5;241.0;410366.0
2802;2;2 Ebenen;1;0.0;1991;Mittel;;Satteldach;52.0;Durchschnitt;Durchschnitt;2.0;2.0;142.0;1;5;52.0;Gut;Muenster;1;0.0;Reihenhaus;1991;2019.0;5;114.0;141209.0
4;3;1 Ebene;2;1.0;1982;Niedrig;;Flachdach;219.0;Gut;Gut;2.0;4.0;1772.0;2;2;167.0;Gut;Moehringen;0;0.0;Freistehend;2020;2019.0;7;219.0;358717.0
1078;3;1 Ebene;2;0.0;2009;Niedrig;;Satteldach;154.0;Durchschnitt;Durchschnitt;2.0;3.0;1229.0;0;1;153.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2009;2021.0;5;154.0;277012.0
2144;3;2,5 Ebenen;1;0.0;1931;Mittel;;Satteldach;54.0;Durchschnitt;Durchschnitt;1.0;2.0;728.0;0;4;49.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2007;2016.0;3;103.0;102250.0
1151;3;2 Ebenen;1;0.0;1925;Mittel;;Satteldach;71.0;Durchschnitt;Durchschnitt;0.0;3.0;707.0;0;4;63.0;Durchschnitt;Stammheim;1;0.0;Freistehend;2017;2016.0;3;126.0;128571.0
2543;3;1 Ebene;2;0.0;2019;Niedrig;Neuverkauf;Flachdach;189.0;Sehr gut;Durchschnitt;3.0;3.0;1286.0;1;1;189.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2020;2019.0;8;189.0;288445.0
373;3;1,5 Ebenen;2;0.0;1930;Mittel;;Satteldach;92.0;Durchschnitt;Durchschnitt;0.0;3.0;864.0;0;5;73.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2016;2016.0;8;141.0;116423.0
865;3;Sonstige;2;1.0;1985;Niedrig;;Satteldach;200.0;Gut;Schlecht;2.0;2.0;1446.0;4;5;162.0;Gut;NeuStuttgart_Mitte;0;2.0;Freistehend;1985;2014.0;1;246.0;243360.0
1720;3;2 Ebenen;1;0.0;1953;Niedrig;;Satteldach;70.0;Durchschnitt;Durchschnitt;1.0;2.0;763.0;2;5;71.0;Durchschnitt;Moehringen;0;0.0;Freistehend;1961;2020.0;11;138.0;210220.0
437;3;1 Ebene;1;1.0;1974;Niedrig;;Satteldach;97.0;Durchschnitt;Durchschnitt;2.0;3.0;839.0;0;3;97.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1974;2015.0;7;97.0;138325.0
2492;4;1,5 Ebenen;1;0.0;1926;Mittel;;Satteldach;82.0;Durchschnitt;Schlecht;2.0;2.0;825.0;1;1;82.0;Durchschnitt;Birkach;1;0.0;Freistehend;1961;2021.0;6;182.0;184140.0
1053;2;1 Ebene;1;0.0;1934;Mittel;;Satteldach;77.0;Durchschnitt;Schlecht;2.0;1.0;978.0;1;2;63.0;Schlecht;Birkach;0;0.0;Freistehend;1981;2021.0;6;77.0;15752.0
1144;4;2 Ebenen;2;0.0;2009;Niedrig;;Satteldach;88.0;Gut;Durchschnitt;2.0;2.0;1123.0;1;2;86.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2010;2014.0;7;175.0;187106.0
357;2;1 Ebene;1;1.0;1963;Niedrig;;Satteldach;82.0;Durchschnitt;Durchschnitt;1.0;2.0;1158.0;0;5;66.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1963;2018.0;5;82.0;127018.0
2402;3;1 Ebene;2;2.0;2014;Niedrig;;Flachdach;228.0;Gut;Durchschnitt;3.0;4.0;1532.0;1;2;228.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2014;2019.0;7;228.0;506760.0
1989;2;Sonstige;1;1.0;1984;Mittel;;Satteldach;48.0;Durchschnitt;Durchschnitt;1.0;1.0;169.0;0;1;42.0;Gut;Untertuerkheim;0;0.0;;1984;2020.0;11;91.0;107774.0
691;3;1 Ebene;2;0.0;1989;Niedrig;;Satteldach;155.0;Durchschnitt;Durchschnitt;2.0;3.0;1096.0;1;2;132.0;Durchschnitt;Wangen;0;0.0;Freistehend;1997;2020.0;8;155.0;236867.0
97;4;1,5 Ebenen;2;1.0;1951;Niedrig;;Satteldach;75.0;Durchschnitt;Gut;0.0;3.0;1011.0;0;3;59.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Doppelhaus;2010;2018.0;9;126.0;139610.0
1284;4;2 Ebenen;2;0.0;2014;Niedrig;;Satteldach;104.0;Gut;Durchschnitt;2.0;3.0;1106.0;1;1;104.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2014;2017.0;8;216.0;252689.0
2202;3;1 Ebene;2;1.0;2019;Niedrig;;Satteldach;151.0;Gut;Durchschnitt;3.0;3.0;1030.0;1;2;150.0;Sehr gut;Bad Cannstatt;0;0.0;Freistehend;2019;2019.0;1;151.0;336502.0
2227;3;1 Ebene;1;0.0;1978;Niedrig;;Satteldach;83.0;Durchschnitt;Gut;1.0;3.0;998.0;0;4;82.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;1978;2021.0;2;83.0;150268.0
1342;3;1 Ebene;1;0.0;1982;Niedrig;;Satteldach;81.0;Durchschnitt;Durchschnitt;2.0;2.0;736.0;0;5;80.0;Durchschnitt;Vaihingen;0;1.0;Freistehend;1982;2013.0;3;81.0;87750.0
974;3;1 Ebene;2;0.0;2007;Niedrig;;Satteldach;138.0;Gut;Durchschnitt;2.0;2.0;786.0;1;5;138.0;Sehr gut;NeuStuttgart_West;0;0.0;Freistehend;2007;2016.0;11;138.0;180203.0
1436;4;1,5 Ebenen;2;0.0;1988;Mittel;;Satteldach;119.0;Durchschnitt;Gut;2.0;2.0;907.0;0;3;0.0;;Sillenbuch;0;0.0;Doppelhaus;1988;2014.0;8;153.0;111852.0
2653;4;1,5 Ebenen;2;1.0;2004;Niedrig;;Flachdach;169.0;Gut;Durchschnitt;2.0;3.0;1111.0;1;1;171.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2005;2018.0;6;259.0;407882.0
1595;2;1,5 Ebenen;1;0.0;1941;Mittel;;Satteldach;84.0;Durchschnitt;Durchschnitt;1.0;3.0;954.0;0;4;84.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2016.0;3;116.0;88076.0
1750;3;2 Ebenen;2;1.0;1921;Niedrig;;Satteldach;70.0;Durchschnitt;Gut;2.0;2.0;882.0;0;1;62.0;Gut;NeuStuttgart_Nord;0;0.0;Freistehend;2011;2013.0;10;133.0;88200.0
1131;3;2 Ebenen;1;0.0;1983;Mittel;;Satteldach;45.0;Durchschnitt;Durchschnitt;1.0;3.0;203.0;0;5;45.0;Durchschnitt;Hedelfingen;1;0.0;;1983;2013.0;7;95.0;104400.0
